id,contact_country,sub_category,sub_category_title,acronym,name,main_category,cost_min,cost_max,cost_absolute,fte,acc_count,code,status,country,accredited
7cee048495a6435884bf1d2c7885d882,IE,25,Trade and business organisations,FTAI,Freight Transport Association Ireland,2,25000,49999,,0.75,0,389561426715-93,active,105,
4f269ec8cb784a81b7d3cff5a01d2582,IT,13,Self-employed consultants,,Federico Buchetti,1,,,3500,0.25,0,469377226723-72,active,108,
730e9d8a63a54a4ba6a5b70353268419,BE,25,Trade and business organisations,WFA,World Federation of Advertisers,2,700000,799999,,2.75,7,6440918199-49,active,21,
858e6b7516144022b04d807f0463393b,DE,31,"Non-governmental organisations, platforms and networks and similar",,LobbyControl,3,,,76000,1,2,6314918394-16,active,82,
b96b16610a1e4407a7fbfbf1b95d8404,GR,31,"Non-governmental organisations, platforms and networks and similar",MIO-ECSDE,"Mediterranean Information Office for Environment, Culture and Sustainable Development",3,200000,299999,,7.5,0,24100651519-64,active,85,
20d5f685bb3144758e7b9b06450d9d11,BE,25,Trade and business organisations,UEPS,Union européenne des Pharmacies sociales,2,,,106600,1,0,98927745558-49,active,21,
37149cdbd57e445b87066fc3869672a9,DE,11,Professional consultancies,-,AVA & PARTNERS,1,50000,99999,,1.5,0,29759015726-06,active,82,
d445d985a48a4d5a9423d4fe35a3d4e0,DE,31,"Non-governmental organisations, platforms and networks and similar",diabetesDE,diabetesDE - Deutsche Diabetes-Hilfe,3,,9999,,5,0,18767896390-64,active,82,
402c11ddf0d84ffcb22d37d9d3ccf356,FR,21,Companies & groups,,Technicolor,2,100000,199999,,0.75,0,99768479010-94,active,75,
53f1623085914084bf365ec287695b57,DK,26,Trade unions and professional associations,FPU,Flyvebranchens Personale Union,2,,9999,,0.25,0,600178514319-12,active,59,
94b955ccd2bd4cc6972627f98d691f8c,GB,11,Professional consultancies,,Sovereign Strategy,1,200000,299999,,5,3,807262215053-09,active,233,
b2eb38e6de4449bd81ef1c12f884bc47,DE,42,Academic institutions,iDerm,Institut für interdisziplinäre Dermatologische Prävention und Rehabilitation,4,,,50000,2,0,207163217386-11,active,82,
45dfacd04fe7471d838a242595885497,FR,12,Law firms,GTSA,Grant Thornton Société d'Avocats,1,300000,399999,,0.5,0,787497318680-06,active,75,
3b8d19792d024964b76c9316b4a6ee8d,NL,41,Think tanks and research institutions,TCO2020,The Class of 2020,4,500000,599999,,5.5,0,620363821284-13,active,155,
f4d3893df6d545d89dd0d3bea817e37f,BE,25,Trade and business organisations,ECA,European Cargo Alliance,2,,,,0.25,0,491828526679-89,active,21,
04aa6fa5b18f4feaa4459ed09ea1f148,ID,41,Think tanks and research institutions,UIPM,Universal Institute of Professional Management,4,10000,24999,,0.25,0,569091026729-79,active,102,
b67c4b7eae4d4cbe8380ecd68fc9acb0,NL,42,Academic institutions,SKU,Stichting Katholieke Universiteit,4,50000,99999,,1.5,0,806205726728-39,active,155,
4f85429d4a9e45e68d0a811171fa30dd,PL,31,"Non-governmental organisations, platforms and networks and similar",Fundacja PERITIA,​Fundacja Kształcenia Ustawicznego PERITIA,3,,,8350,1,0,371411126726-42,active,176,
1f03869c8d08439cb39a082581f152ac,IT,21,Companies & groups,ELT,Elettronica,2,,,50000,0.5,0,331336026730-12,active,108,
22b33d9479964b54a58ba01eb5bd790e,PT,21,Companies & groups,TAP,TAP PORTUGAL,2,,,222218,0.5,0,018803426735-34,active,177,
60bd0d7ba6324a379a208621c371b14e,FR,63,Regional structures,,Régions de France,6,,,1000000,3.25,0,509972526732-56,active,75,
89314124853046e5b171885d577c64ac,FR,21,Companies & groups,LFB,Laboratoire français du Fractionnement et des Biotechnologies,2,50000,99999,,0.25,0,198698426734-54,active,75,
7f859aff9d59427da2ba20913d6da91a,NL,21,Companies & groups,,Glencore Agriculture,2,10000,24999,,0.25,1,139846426733-81,active,155,
064ea5534d3a427c8e7133232b7824cb,BE,11,Professional consultancies,S&P,Strauss&Partners,1,,,100000,3,0,07592996450-53,active,21,
2ef9af9e72db4230b6cc4cfa9d06bac5,FR,21,Companies & groups,,France Télévisions,2,100000,199999,,1.5,2,31046456610-43,active,75,
eeda82f8d6764370a328bccc66641d58,NO,26,Trade unions and professional associations,NLF,Norges Lastbileier-Forbund,2,100000,199999,,1.5,0,22508118361-79,active,165,
827e4794e0074c8b9d102f86f0fcf004,PL,25,Trade and business organisations,Kosmetyczni.pl,Polish Union of Cosmetics Industry,2,300000,399999,,4,0,329994521912-92,active,176,
4a7ffa81200d4a1494fb02cc0e422751,GB,26,Trade unions and professional associations,ECASBA,European Community Association of Shipbrokers and Agents,2,,9999,,0.25,0,570356124662-33,active,233,
ee94b4bb8e4e40c6beb4f3e2a6cad3c9,SE,31,"Non-governmental organisations, platforms and networks and similar",IOGT International,IOGT International,3,10000,24999,,0.75,0,480526426704-18,active,214,
05bf41ba92fe43b9b9024e9044ca7e85,PT,66,"Other public or mixed entities, created by law whose purpose is to act in the public interest",OF,Ordem dos Farmacêuticos,6,50000,99999,,2,0,327975426741-69,active,177,
0e15e2370f8b433b909fd251d4feb8ce,TR,31,"Non-governmental organisations, platforms and networks and similar",ORAV,THE TEACHER ACADEMY FOUNDATION,3,10000,24999,,0.75,0,051887526745-23,active,226,
dbe92848673c437d8bf7b7a6ad0e744b,FI,21,Companies & groups,,Cosmethics Oy,2,,,80000,1,0,480635426747-48,active,74,
fdc5078caf874c3490c90520ebd1f065,PL,66,"Other public or mixed entities, created by law whose purpose is to act in the public interest",PANSA,Polish Air Navigation Services Agency,6,10000,24999,,1,1,589119426749-76,active,176,
7459092d03a54adeb17c7cc878f50cc4,CA,31,"Non-governmental organisations, platforms and networks and similar",WFSJ,World Federation of Science Journalists,3,25000,49999,,0.75,0,817573926753-11,active,39,
885ae4a14a954fb3b86968fa0d29b9ec,FR,26,Trade unions and professional associations,OTRE,ORGANISATION DES TRANSPORTEURS ROUTIERS EUROPEENS,2,,9999,,0.25,0,189442826746-37,active,75,
9f3403d0ccbc45a886c19081d56d45a8,CH,31,"Non-governmental organisations, platforms and networks and similar",ICSFT,International Council Supporting Fair Trial and Human Rights (Conseil international pour le soutien à des procès équitables et aux droits de l'Homme),3,,,,1,2,029690726748-59,active,215,
637166f446ed4903b7f7b416550cc4c3,BE,25,Trade and business organisations,ENPA,European Newspaper Publishers' Association,2,,,340000,4,3,5950962136-12,active,21,
6add9d2c568f4744b32cd34e30d1368b,US,31,"Non-governmental organisations, platforms and networks and similar",PCHAlliance,"Personal Connected Health Alliance, LLC",3,25000,49999,,0.25,0,228418013575-67,active,234,
bcf423584238448d8864e23e16dd9708,DE,31,"Non-governmental organisations, platforms and networks and similar",IMCG,International Mire Conservation Group,3,,9999,,0.25,0,966357121741-65,active,82,
acd4cdfcffd340fe8c64f1d6c0b4513d,IT,21,Companies & groups,CETENA,Centro per gli Studi di Tecnica Navale CETENA S.p.A.,2,10000,24999,,1,0,201820726752-43,active,108,
eb69a5ee92e6466ea045a78cfd601254,PL,31,"Non-governmental organisations, platforms and networks and similar",PFRN,Polska Federacja Rynku Nieruchomości,3,,,381500,6.5,0,224154526755-63,active,176,
ca40d713790f436ea0c294e56b29ec28,IT,21,Companies & groups,RTSrl,Real Technologies di Sergio Lapenna,2,,9999,,0.25,0,328867826757-60,active,108,
12c19d3e7ae241d6a0ccdf9f7a0f8220,GB,11,Professional consultancies,EU Team,EU TEAM ltd,1,25000,49999,,2,0,919167426760-56,active,233,
0765745c6cf94ddbb304f03001d8d331,DE,12,Law firms,LJ,Rechtsanwälte Lenz und Johlen,1,50000,99999,,0.25,0,514542017084-34,active,82,
0412fa19a327470dbbe7b1cca49bf097,FR,25,Trade and business organisations,UVSI,UVS International,2,,,100000,2,1,947028226766-38,active,75,
9894d44109ab445b98b86e2ed6755e41,IT,11,Professional consultancies,#migrantidigitali,Digit-Ali S.r.l.,1,,9999,,0.25,0,505286526761-77,active,108,
4f39cbe7abcd403884a787cf710dfcdc,FI,13,Self-employed consultants,,SynRex Oy,1,,9999,,1,0,962304326764-81,active,74,
17606ce53b3547a4970f213e3e56f2c3,BE,25,Trade and business organisations,ECG,ECG - The Association of European Vehicle Logistics,2,100000,199999,,1,2,2297093238-71,active,21,
aef44ca52bac47eb87c8a0a0aedc2619,BE,13,Self-employed consultants,,"Piquemal, Jean",1,,,0,0.5,1,118213815032-22,active,21,
ba815425187a47208169c3927d0cac87,BE,31,"Non-governmental organisations, platforms and networks and similar",ACP YPN,ACP Young Professional Network,3,,,1021,1.75,0,383958926553-97,active,21,
90e004e3b6584f8e9553b3ab7d9a0a8f,BE,13,Self-employed consultants,none,CHARHON CONSULTANTS,1,,,35000,1,0,984467226775-30,active,21,
d110031f81034806af2c2db46a51924a,ES,11,Professional consultancies,GEUMAG,Gestion Eurofinanciera del Maghreb,1,,9999,,0.5,0,689855126772-80,active,209,
39c578faa6274e2692cb9483f44eca6d,DE,13,Self-employed consultants,,Henning Wriedt,1,,,0,0.25,0,775826726774-44,active,82,
59408e6a072a4fbeb50f6334eb0f543b,ES,11,Professional consultancies,SUSTAINN,SUSTAINABILITY INNOVATION S.L.,1,,,,2,0,879857326771-80,active,209,
66936805b5cd40eeb7670267cc01297d,BE,25,Trade and business organisations,FEVE,European Container Glass Federation,2,400000,499999,,1.5,0,1550133398-72,active,21,
e9fd5b34c9a14f058f94f8c9909f061d,GB,11,Professional consultancies,GPLUS,G Plus Ltd,1,2500000,2749000,,13.25,22,7223777790-86,active,233,
87859ad486664535b9de1ba9a58a77fb,GB,21,Companies & groups,BofAML,Bank of America Merrill Lynch,2,1250000,1499999,,2.75,2,53891615036-88,active,233,
f0b9cc40a9f24b5eb5f9374263fe7e22,BE,11,Professional consultancies,,Deloitte Services & Investments,1,200000,299999,,1.75,3,53994278504-37,active,21,
730f6dfacd1d41a480ec8773de89e921,CZ,21,Companies & groups,Seznam.cz,"Seznam.cz, a.s.",2,50000,99999,,2.5,0,202560512850-84,active,58,
9c4bc7a1259e4af0a67bec63b0c31f41,FR,65,Transnational associations and networks of public regional or other sub-national authorities,ADBU,Association des directeurs et personnels de direction des Bibliothèques Universitaires et de la documentation,6,,,0,0.25,0,662270213147-71,active,75,
a895819d7e54405c9fae4b7a8cf6c8ea,CZ,42,Academic institutions,ZČU,Západočeská univerzita v Plzni,4,,9999,,0.25,0,420959313187-85,active,58,
34bb657f280c4b789de23197433e57c1,RO,31,"Non-governmental organisations, platforms and networks and similar",AIPROM,Asociatia Industriei de Protectia Plantelor din Romania,3,,9999,,0.25,0,175860815232-45,active,180,
44c353bbe4ea41569ec1c1daf37c8a49,NL,31,"Non-governmental organisations, platforms and networks and similar",IEA,International Association for the Evaluation of Educational Achievement,3,,9999,,11.25,0,557820217302-40,active,155,
0c4f156172194fc58ff8b548df7f59fa,NO,25,Trade and business organisations,NAET,Nordic Association of Electricity Traders,2,,,20000,0.25,0,735849717339-56,active,165,
9b95ebad9de740e4ad8be92028251333,IT,25,Trade and business organisations,ANSI,ANSI – Associazione Nazionale Sanità Integrativa,2,,9999,,0.25,0,276081217725-31,active,108,
2f248274a08b4b6487a78100513cc3c8,BE,26,Trade unions and professional associations,CAOBISCO,CAOBISCO,2,300000,399999,,2.25,0,496569221197-39,active,21,
ecd24c57b9144eee96817197ec3af53c,NL,31,"Non-governmental organisations, platforms and networks and similar",React,SNB-REACT,3,,,0,0.25,0,875623821379-64,active,155,
450d950530de4b2cab22a58516789d8c,DE,25,Trade and business organisations,KMF,Kieler Meeresfarm,2,,9999,,0.25,0,565712021604-21,active,82,
b939f845e375457dbbef3af4669a03bc,FR,13,Self-employed consultants,,Serge Plantureux eurl,1,,,,0.25,0,792380821607-06,active,75,
3a994e21158b49e5af3a4318914b6101,DE,31,"Non-governmental organisations, platforms and networks and similar",AGF,Arbeitsgemeinschaft der deutschen Familienorganisationen e.V.,3,10000,24999,,0.25,0,548784521745-66,active,82,
b7c85a1ab86348de92e68a7ad9fb9ee7,DE,25,Trade and business organisations,VPI,VPI-Verband der Güterwagenhalter in Deutschland e. V.,2,25000,49999,,1.25,0,912134026778-65,active,82,
93c81daa3ecf442db89d111d8a022d4f,IT,25,Trade and business organisations,,ASSAEROPORTI,2,50000,99999,,0.5,0,844010926781-33,active,108,
2fd4c148e53446ae8364491f1785df8d,DE,11,Professional consultancies,ForeignTradeConsult,FTC GmbH,1,700000,799999,,5.25,0,743253526780-17,active,82,
4316c3d6650a43aea24866b902df224b,LT,41,Think tanks and research institutions,ASU,Aleksandro Stulginskio universitetas,4,25000,49999,,1.25,0,332880326794-79,active,126,
77330ce1397141f8a3b0faa4f3a41874,NL,13,Self-employed consultants,Bluemats,Bluemats Technology BV,1,,,,1,0,964311926788-86,active,155,
767e39e7d2a244e089088bf1869af0e7,DE,25,Trade and business organisations,FENCA,Federation of European National Collection Associations,2,,9999,,0.75,0,69597322458-18,active,82,
cdc1a65c134d42f7a449b041db67763d,GB,31,"Non-governmental organisations, platforms and networks and similar",,Practical Action,3,,,3000,0.25,0,13386822830-30,active,233,
b3e918e804c54c64a6f3b918c5765f36,DE,25,Trade and business organisations,BGL,Bundesverband Güterkraftverkehr Logistik und Entsorgung (BGL) e. V.,2,,9999,,7.5,2,56958757789-49,active,82,
4306b54b381f44d6be3a6d3b290617f9,DE,42,Academic institutions,MLU,Martin-Luther-Universität Halle-Wittenberg,4,,9999,,0.5,0,199622611256-70,active,82,
2030b9a6a3b64f79830a55819f8e3f8d,FR,11,Professional consultancies,LDC conseil,Luc Domergue Consultants,1,100000,199999,,1.75,0,430358814107-24,active,75,
418af196492843bcbf74c34bb911ec87,FR,41,Think tanks and research institutions,ACTA,Association de Coordination Technique Agricole,4,,9999,,17.5,0,934505715675-22,active,75,
1899e85e394f4269a458ccc39be27457,FR,27,Other in house lobbyists,IRG-Rail,Independent Regulators' Group - Rail,2,,9999,,9.75,0,845563817745-89,active,75,
8422ed14b3da421f91675c123ca8ed13,ES,25,Trade and business organisations,AED,Asociación Española de Directivos,2,50000,99999,,25,0,429769926601-54,active,209,
54ecfd0d582943cca6162d033619e222,DE,12,Law firms,,Rasch Rechtsanwälte,1,,9999,,0.25,0,893018026790-13,active,82,
f47552ebd8344741b8715e18dbefb6a7,BE,13,Self-employed consultants,EED,ADIMO,1,,9999,,0.5,0,170191626796-60,active,21,
ae6982c7701f4a5db071819e2bb56544,FR,25,Trade and business organisations,A.I.U.F.F.A.S.S.,Association Internationale des Utilisateurs de Fils de filaments Artificiels et Synthétiques et de Soie naturelle,2,50000,99999,,1,0,943125926798-21,active,75,
b3ce3f05fcfd40a0a19557c45093d96a,SI,25,Trade and business organisations,SZZ,Slovensko zavarovalno združenje,2,,9999,,0.75,0,727281426800-22,active,202,
6893a8328e5146aaa21ff57299d8c1cf,FR,41,Think tanks and research institutions,ISL,French-German research Institute of Saint-Louis,4,,9999,,0.5,0,821658926799-06,active,75,
c4eb73d4abf9443dafb178a737b64171,US,31,"Non-governmental organisations, platforms and networks and similar",UNOI,United Nations Of Indians,3,,,10000,0.5,0,621593626801-28,active,234,
5169afda818c404386a67a9f75ba87a7,SE,25,Trade and business organisations,BIL,BIL Sweden,2,10000,24999,,0.5,0,107571726803-89,active,214,
6a566ffe04234cbf8c37253abd808f54,IT,26,Trade unions and professional associations,APAC Italy,italian civil aviation professional association,2,,9999,,65,0,665028126805-34,active,108,
492d144a1b2c4c4cb14a1153faff9618,SK,31,"Non-governmental organisations, platforms and networks and similar",Druživa o.z.,Občianske združenie Druživa,3,,,0,0.25,0,101259026808-74,active,201,
378b35c8be63403b80669aa12e413482,GB,11,Professional consultancies,Centaur,Centaur Consulting,1,100000,199999,,2,0,947448726806-16,active,233,
319e38088ed04acb9a121ce36d42b223,NL,25,Trade and business organisations,,Airline Coordination Platform,2,,,,0.5,0,224920726807-48,active,155,
39f3eedbff644a2588b778281e237a7f,ES,41,Think tanks and research institutions,Isdefe,"INGENIERÍA DE SISTEMAS PARA LA DEFENSA DE ESPAÑA S.A.,S.M.E.,M.P.",4,,9999,,0.25,0,492866326809-18,active,209,
0f0d56f7b7c74f9088780f73188e9b43,ES,41,Think tanks and research institutions,AITIIP,Fundación AITIIP,4,10000,24999,,1,0,918737326810-01,active,209,
0b46246e46804a32beba610113e409d7,RO,11,Professional consultancies,B&B,B&B Consulting SRL,1,,,12000,2.5,0,242615926811-19,active,180,
87bd9969b9ed46698a9cabdaaf42d1b1,IT,25,Trade and business organisations,Assaereo,Assaereo,2,,9999,,1.5,0,293235026814-49,active,108,
cd0febab740c4d889dc8852b85d2551d,GR,31,"Non-governmental organisations, platforms and networks and similar",TSOC,The Smile of the Child,3,,,926044,12,0,66055258617-28,active,85,
66a75f9244744d57a6957c9c50ac9ca8,GB,31,"Non-governmental organisations, platforms and networks and similar",PRI,Penal Reform International,3,,9999,,1.5,0,52399878813-67,active,233,
dcdd8f8c870341d2be773e3a1fbff630,US,21,Companies & groups,,ZOETIS,2,500000,599999,,0.5,1,564451610987-33,active,234,
7099647b9b174b769ca31b0c738c80b1,NL,13,Self-employed consultants,KPAL,Koreneef Public Affairs Limited,1,,9999,,0.25,0,470080317320-90,active,155,
e121179e85a3475badd0c03557f802c0,BE,25,Trade and business organisations,ESBA,European Small Business Alliance,2,50000,99999,,5.5,1,741179426673-35,active,21,
033ccdb51ebb4b2cb15f33b25d189b62,RO,31,"Non-governmental organisations, platforms and networks and similar",JUNII,Asociatia JUNII,3,,,2200,4.5,0,900614526817-59,active,180,
97c83a961c5746fcaf8e80d93ecdf1b9,BE,31,"Non-governmental organisations, platforms and networks and similar",ENoLL,European Network of Living Labs,3,,,508025,5,0,995798526815-32,active,21,
b273bb053ee24b9d93eb42c5c9c0e203,IT,13,Self-employed consultants,Marco Casali,Marco Casali ditta individuale,1,10000,24999,,1,0,766267926957-87,active,108,
71ccb224e684411aab1adc2c2092fa44,ES,31,"Non-governmental organisations, platforms and networks and similar",CECU,Confederación de Consumidores y Usuarios,3,,9999,,0.25,0,175984826826-67,active,209,
24413186586945d8a610ae560d145f6b,NL,13,Self-employed consultants,,Mirna Robert Epidemiology,1,,9999,,1,0,613351326827-53,active,155,
7b3fce488e55434cac7260e3797fd6a8,IT,21,Companies & groups,,Meridiana fly S.p.A.,2,,9999,,0.25,0,625836826829-30,active,108,
0b8fe7e018db49cca09121031b30b67e,RU,25,Trade and business organisations,ARVP,Association of "Russian vodka" producers,2,,,70000,0.25,0,161073726831-20,active,181,
ca224d9269274f1ca3a1b8ed6ece7adc,SE,31,"Non-governmental organisations, platforms and networks and similar",JPIAMR,Joint Programming Initiative on Antimicrobial Restistance,3,,,,4,0,705441326821-34,active,214,
9a25e14ae2ed4287ae46b5d424a78aa3,IT,13,Self-employed consultants,,Carlo Barbarisi,1,,,,0.5,0,418063526828-46,active,108,
89b9357f151a4ea88a4e63bc734833ae,DE,25,Trade and business organisations,BVDW,Bundesverband Digitale Wirtschfat (BVDW) e.V.,2,,9999,,0.25,0,648783726838-89,active,82,
3b2721ea4c2e49fbbd3f05fd411648ca,EE,26,Trade unions and professional associations,EDIA,Estonian Defence Industry Association,2,,9999,,0.5,0,623290526836-15,active,69,
009eed9265b8421ba657ee8df42af75d,ES,31,"Non-governmental organisations, platforms and networks and similar",MALP,Mis Amigas Las Palomas,3,,,15000,1,0,055360026835-23,active,209,
c09a4196272b459b9f0f12793a673682,BE,13,Self-employed consultants,,ACOPOL,1,10000,24999,,0.5,1,413450926840-87,active,21,
8e0488200ec849bfbf1484f621363431,IT,21,Companies & groups,,NEOS SPA,2,,9999,,0.25,0,167559026837-41,active,108,
4115f45c01694e3b83adeb7a6deb70a4,BE,31,"Non-governmental organisations, platforms and networks and similar",ESIP,European Social Insurance Platform AISBL,3,,,232000,4,1,883980785-32,active,21,
8beaed1dc862415aaeb95891f5ddbfd5,AT,31,"Non-governmental organisations, platforms and networks and similar",ÖAMTC,"Österreichischer Automobil-, Motorrad- und Touring Club",3,,9999,,0.75,2,21689673146-84,active,14,
0c213e41511043afbe37bba7bcfcc8e6,BE,25,Trade and business organisations,T&D Europe,European Association of the Electricity Transmission and Distribution Equipment and Services Industry,2,50000,99999,,0.25,0,90453504235-64,active,21,
de44ea2084444fffaaf87605ee8053e4,FR,21,Companies & groups,,Ipsen Pharma,2,100000,199999,,0.75,0,84295189159-07,active,75,
7eb19469aa7b4a25ba74e25652c8a558,BE,21,Companies & groups,PepsiCo,PepsiCo,2,500000,599999,,2.75,3,010212710281-97,active,21,
8d8b7c6fa0c74708aa1982987b201e7e,DE,31,"Non-governmental organisations, platforms and networks and similar",DEGA,Deutsche Gesellschaft für Akustik,3,,9999,,0.25,0,380846911939-12,active,82,
7b29b803ec284643b3c7b21153263aab,ES,25,Trade and business organisations,FMV,FORO MARITIMO VASCO,2,,9999,,0.5,0,304907726848-14,active,209,
83decf238d484ea59df62b8262896415,ES,26,Trade unions and professional associations,FEPAC-ASAJA,"Federación Provincial de Agricultores, ganaderos y empresarios forestales de Castellón.",2,100000,199999,,0.75,0,625772526856-05,active,209,
80ebcf9da7604edcb53dcc227c7586ea,FR,21,Companies & groups,,drust,2,,,0,0.5,0,159951326855-44,active,75,
0b1b1cbdcd4f4439beb6f7ae7b895f76,ES,13,Self-employed consultants,,Francisco Gonzalez Mene,1,,,40000,1,0,326852826860-62,active,209,
a1b6841e049743168eecbb48a8554c78,GR,31,"Non-governmental organisations, platforms and networks and similar",HACA,Hellenic Association for Promotion of Conservation Agriculture,3,,,5000,0.75,0,825168626843-78,active,85,
30965bcd36d04235b3731a43937070b0,NL,11,Professional consultancies,STC-NESTRA,STC-NESTRA,1,100000,199999,,1.5,0,909111626861-97,active,155,
dbbf4f332e104119bb123e13ba752b13,BE,25,Trade and business organisations,geoTLD.group,GeoTLD Group,2,,,,5,0,531536626850-29,active,21,
d7ec82cad249462baa31ba067135e66a,GB,21,Companies & groups,BHP Billiton,BHP Billiton,2,,,50000,2,0,010537126862-09,active,233,
906adf23515a43dcb5235b03141dfd59,IT,21,Companies & groups,,SW Italia S.p.A.,2,,,8500,0.25,0,214697526865-39,active,108,
58f37a6777c24a629d70fe6cbcd3fb8f,BE,31,"Non-governmental organisations, platforms and networks and similar",EFCSE - FEECS,European Federation of Cybersecurity Experts - Fédération Européenne des Experts en CyberSécurité,3,,,,2,0,071948526864-90,active,21,
aca520f314de472c9e1010dd7dab620e,NL,25,Trade and business organisations,MVO,MVO - de ketenorganisatie voor oliën en vetten,2,10000,24999,,1.25,0,086387026863-41,active,155,
7daa3dab10044c3aaa81cf3310e1a71f,RO,11,Professional consultancies,,I.I. CSAK LASZLO,1,,9999,,0.5,0,906354326870-42,active,180,
d891f192a29c4ddea8c4be751f2437cf,FR,31,"Non-governmental organisations, platforms and networks and similar",I.R.C.E.,Institut de Recherche et de Communication sur l'Europe,3,,9999,,2.5,1,347204912066-34,active,75,
456ed46bac0d43bcbb8426914cae68fb,DK,31,"Non-governmental organisations, platforms and networks and similar",ECSPM,EUROPEAN CIVIL SOCIETY PLATFORM FOR MULTILINGUALISM,3,,,1800,3,0,432147321633-77,active,59,
a8d145b51750457f8f7e08ca7f7a7629,GP,13,Self-employed consultants,Kauri Conseil,Laure ANSELME,1,,,,1,0,061166226871-05,active,88,
6daf4fb3baaa48f88a07c0ade4518699,BE,11,Professional consultancies,,LOGOS Public Affairs,1,400000,499999,,15,11,5067624792-06,active,21,
0824499a40f44e62979a82eaf9a749e3,US,31,"Non-governmental organisations, platforms and networks and similar",ICCT,International Council on Clean Transportation,3,1000000,1249999,,8.75,0,06250094777-73,active,234,
b5f4d2504db441c29e1d59f3266296f2,NL,25,Trade and business organisations,EAACC,European Association of Agrochemical Companies,2,,,10000,0.25,0,00930885320-31,active,155,
0ec4b9e1071d4628b5882468b04eb52b,RS,31,"Non-governmental organisations, platforms and networks and similar",,Evropski forum - European Forum,3,,9999,,1,0,26472108041-25,active,196,
8c8e8da1bb3f49c7a45e73162b74567e,BE,63,Regional structures,SEO,Skane European Office,6,500000,599999,,3.75,1,264715410758-45,active,21,
fb3d28a277fa49b1b00a1da172939cb1,FI,31,"Non-governmental organisations, platforms and networks and similar",KSH ry /GDTF,Käymäläseura Huussi ry/Global Dry Toilet Association of Finland,3,,9999,,3,0,267487412343-55,active,74,
c4a3e83e4b5c4ccdbd3b8a6f9707c4a3,NL,21,Companies & groups,,Mead Johnson Nutrition B.V.,2,,,50000,1,0,087304217140-18,active,155,
a76842116be14e2cb0d45af84c7b8e2e,NL,31,"Non-governmental organisations, platforms and networks and similar",EAPN NL,stichting European Anti Poverty Network Nederland,3,,9999,,1.5,0,164683917281-55,active,155,
2c2b11e6616b496592d1655d3f3df5af,DE,31,"Non-governmental organisations, platforms and networks and similar",DPP,Deutsche Phosphor-Plattform DPP e.V.,3,10000,24999,,0.5,0,007417021764-42,active,82,
2ec23c60e25941baadcae918921aca21,PL,11,Professional consultancies,PR Consultant,PR Consultant,1,,9999,,1,1,543821422520-51,active,176,
4b99dc317c8249bd8ef1af940d8b5eb0,NL,21,Companies & groups,,Fontem Ventures,2,200000,299999,,0.25,0,648950226813-63,active,155,
857e793914dd4753a77813cf662b26f5,LV,31,"Non-governmental organisations, platforms and networks and similar",EKC,Ecodesign Competence Centre,3,,9999,,0.25,0,760983526879-62,active,120,
1e1ae685f0b8468f8ad3c8e84cee659d,NL,21,Companies & groups,,BAM International BV,2,,9999,,0.25,0,432858526876-75,active,155,
86a5fefac39849ddad295c471a67e43e,NL,25,Trade and business organisations,NZO,Nederlandse Zuivel Organisatie,2,,,600000,1.5,0,603906626884-46,active,155,
6cf2bd351b9b4750b1334d72a892ed59,US,13,Self-employed consultants,,Iconoclast Tech LLC,1,,,,1.25,0,430832026888-27,active,234,
86b7e35e4aed474186fccd6d55fbea58,BE,31,"Non-governmental organisations, platforms and networks and similar",over grenzen,over grenzen vzw,3,,,40000,0.5,0,203651426890-57,active,21,
3be88da22b9949aea147fd8ef27bde18,PT,25,Trade and business organisations,APOGER,Associação Portuguesa de Operadores de Gestão de Resíduos e Recicladores,2,10000,24999,,1,0,263227426893-79,active,177,
e72daf6fc31a4f14acfd36dca7fd915e,BE,31,"Non-governmental organisations, platforms and networks and similar",EBCO,European Bureau for Conscientious Objection,3,,9999,,1.25,0,32954646807-31,active,21,
8141d02eb76e4e18aa8921bbaba6ab6f,IS,21,Companies & groups,CRI,Carbon Recycling International ehf.,2,,,1000,0.25,0,049800311195-76,active,100,
3e226bdf6bac487bb9efaf0e4052f878,RO,31,"Non-governmental organisations, platforms and networks and similar",S.R.P.R.M.P.A.V.C.,ASOCIAŢIA SOCIETATEA ROMÂNĂ PT PREVENIREA ŞI RECUPERAREA MEDICALĂ A PERSOANELOR CU ACCIDENT VASCULAR CEREBRAL,3,10000,24999,,46.5,0,745048317599-40,active,180,
f205f27526cd4123941e0e86b30ae1fb,BE,31,"Non-governmental organisations, platforms and networks and similar",EFDCD,European Federation for Development of Civil Drones,3,,,,4.5,0,707610821750-89,active,21,
8c1fb28024524f2ea9d7c4918a01beb0,CY,25,Trade and business organisations,BOC,BANK OF CYPRUS PUBLIC CO. LTD,2,100000,199999,,2,0,966844926846-50,active,57,
1a81bb8ac3054a08b614291f20c0606c,PL,42,Academic institutions,WAT,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego,4,,9999,,0.25,0,420623726849-53,active,176,
17ac4dc0b3314066a06f381a045c8a82,NL,31,"Non-governmental organisations, platforms and networks and similar",SedNet,European Sediment Network,3,,9999,,1,0,869733426891-60,active,155,
66113cf9b5c04f48b90843e74f9aec96,IT,41,Think tanks and research institutions,ARCHES,"ARCHES Centro di Ricerca Avanzata per la Salute, l'Ambiente e lo Spazio",4,,9999,,0.5,0,421342026894-11,active,108,
