"id","contact_country","sub_category","sub_category_title","acronym","name","main_category","main_category_title","identification_code","members_fte","status"
"f4f3220e11234e9287e66090299cb5fd",,27,"Other in house lobbyists","BAFI","BAFI Belgian  AirFreight Institute",2,"II - In-house lobbyists and trade/professional associations","93614845314-44",100,"active"
"f4ecd3500b594ae5a02c5590a3c20025",,31,"Non-governmental organisations, platforms and networks and similar","pS-Eau","Programme Solidarité Eau",3,"III - Non-governmental organisations","386505523086-27",2.5,"active"
"f4ebc6a222804690b224f10a6c42e4d2",,11,"Professional consultancies","HORWATH HTL","HORWATH CONSULTING ZAGREB d.o.o.",1,"I - Professional consultancies/law firms/self-employed consultants","176382422185-91",0.75,"active"
"f4eb3b5da58148c78c8b03380933c6f3",,25,"Trade and business organisations","Cefor","The Nordic Association of Marine Insurers",2,"II - In-house lobbyists and trade/professional associations","95305551131-75",0.25,"active"
"f4db231170ac4c61a1cd6c1912e32d0f",,21,"Companies & groups","INEXA","INGENIERIA Y EXPORTACION DE TECNOLOGIA SL",2,"II - In-house lobbyists and trade/professional associations","360544514260-89",,"inactive"
"f4d98ea1f21d49f59bc8c8424c795df5",,21,"Companies & groups",,"ANCRE",2,"II - In-house lobbyists and trade/professional associations","56356897275-86",4.25,"active"
"f4d1f3f72825477f9317732c56a4f7a4",,21,"Companies & groups","BTC (Vivacom)","Bulgarian Telecommunication Company",2,"II - In-house lobbyists and trade/professional associations","320719819867-92",3,"active"
"f4d053bfc00a4713b5ea82374bb63cfc",,31,"Non-governmental organisations, platforms and networks and similar",,"MVO Platform",3,"III - Non-governmental organisations","30340424820-08",,"inactive"
"f4cc9e9e356d4522b7c1a2ff818468ac",,21,"Companies & groups","Porzier","PORZIER Jean-Luc",2,"II - In-house lobbyists and trade/professional associations","703920014725-14",1,"inactive"
"f4cc70c0d62844f4991ed77fae14c975",,21,"Companies & groups","BIH","British International Helicopter Services Ltd",2,"II - In-house lobbyists and trade/professional associations","29861838295-22",,"inactive"
"f4c982735e404ac495e39147404f5cc6",,31,"Non-governmental organisations, platforms and networks and similar","REN21","Renewable Energy Policy Network for the 21st Century",3,"III - Non-governmental organisations","883229020400-06",0.5,"active"
"f4c932095fd041488298dba294c61708",,21,"Companies & groups",,"Norsk Hydro",2,"II - In-house lobbyists and trade/professional associations","45060553191-59",2.5,"active"
"f4c8f7c68242406e8fb8aa8823d7fd40",,31,"Non-governmental organisations, platforms and networks and similar","WWF Adria","WWF Adria - Udruga za zaštitu prirode i očuvanje biološke raznolikosti",3,"III - Non-governmental organisations","733153119242-95",4,"active"
"f4c6eff759f74fe68a3c44a109525841",,26,"Trade unions and professional associations","BVLK","Bundesverband der Lebensmittelkontrolleure Deutschland e.V.",2,"II - In-house lobbyists and trade/professional associations","952152913945-12",1,"active"
"f4c47534a7cb408a8875929131898aea",,21,"Companies & groups","MONDRAGON S. COOP","MONDRAGON CORPORACION COOPERATIVA S. COOP",2,"II - In-house lobbyists and trade/professional associations","562275414876-82",0.5,"active"
"f4c38255bfbd40fcbeca523a6c6ff5a4",,66,"Other public or mixed entities, created by law whose purpose is to act in the public interest","NAV Portugal","Navegação Aérea de Portugal",6,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.","102302110310-65",15,"active"
"f4c28e17030340e38c49ad98b999c740",,41,"Think tanks and research institutions","Euricse","European Research Institute on Cooperative and Social Enterprises",4,"IV - Think tanks, research and academic institutions","931682314565-55",7,"active"
"f4c11b6d6ea14ee5ba3b0932add52a17",,25,"Trade and business organisations","ORTHONGEL","Organisation des producteurs de thon tropical congelé et surgelé",2,"II - In-house lobbyists and trade/professional associations","425944311491-86",3,"active"
"f4c07bbd6c00412ba1a48d61cb45371d",,21,"Companies & groups","MontagsLicht","MontagsLicht social solutions",2,"II - In-house lobbyists and trade/professional associations","014749622508-97",2.5,"inactive"
"f4b76b133ff7477883c63dae9cec7533",,25,"Trade and business organisations","ECAR","Campaign for the Freedom of the Automotive Parts and Repair Market",2,"II - In-house lobbyists and trade/professional associations","24503897827-04",0.25,"active"
"f4b51cd866744f76b59af3d6b452a95d",,61,"Local, regional and municipal authorities (at sub-national level)","AZ","Azan e saher",6,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.","90065178997-32",,"inactive"
"f4b435029f6348d19d1a3ec85d9d399e",,31,"Non-governmental organisations, platforms and networks and similar","YES Forum","Y.E.S.-EWIV YOUTH AND EUROPEAN SOCIAL WORK- EUROPAISCHE WIRTSCHAFTLICHE INTERESSENVEREINIGUNG ZUR FORDERUNG DER HUMANRESSOURCEN",3,"III - Non-governmental organisations","099101116985-63",2.25,"active"
"f4b351d9822044b68de33b607f677f06",,31,"Non-governmental organisations, platforms and networks and similar","N.O.I.","Nausica Opera International",3,"III - Non-governmental organisations","125577316676-66",3.5,"active"
"f4b168d54c2c4c5b8ceab00f0c5e43c5",,31,"Non-governmental organisations, platforms and networks and similar","EGKF","European Goju-Ryu Karate-Do Federation",3,"III - Non-governmental organisations","102964514385-11",,"inactive"
"f4b0fc173a6a4b238a328eb6e1add795",,21,"Companies & groups","ICLIP","ICL-IP Europe BV",2,"II - In-house lobbyists and trade/professional associations","266513111005-26",,"inactive"
"f4acea57e191403fa3b7e4a01b6fa8ed",,21,"Companies & groups",,"Chiesi Pharmaceuticals BV",2,"II - In-house lobbyists and trade/professional associations","580149619365-86",1,"active"
"f4ace48d93254581905fe2a4db1ac74c",,66,"Other public or mixed entities, created by law whose purpose is to act in the public interest",,"Asset Camera - Azienda Speciale della Camera di Commercio di Roma",6,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.","480935520410-06",34.5,"inactive"
"f4aaf1fd759f4c79836c34d43e62fead",,21,"Companies & groups",,"Ad Venture Radio B. V.",2,"II - In-house lobbyists and trade/professional associations","987254615667-08",1.5,"inactive"
"f49ce06a4856493b860930e8a55c46fb",,21,"Companies & groups","Wolters Kluwer S.A.","Wolters Kluwer S.A.",2,"II - In-house lobbyists and trade/professional associations","510795422376-91",0.5,"active"
"f49a5d7d878546088894436427e06359",,21,"Companies & groups",,"FEBEM FEGE",2,"II - In-house lobbyists and trade/professional associations","496451911041-60",0.75,"active"
"f4977e3adb044d3a8b2e03096d64d480",,64,"Other sub-national public authorities","RAZLOG","Razlog Municipality",6,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.","040118518561-20",9.75,"inactive"
"f49620a59914489ca5a5ed11f11c0daa",,11,"Professional consultancies",,"Brunswick Group LLP",1,"I - Professional consultancies/law firms/self-employed consultants","26255464458-25",12.25,"active"
"f495b2d3d6224626a6901c905b7063bb",,31,"Non-governmental organisations, platforms and networks and similar","IPP","Association Institute for Public Policy",3,"III - Non-governmental organisations","281557915875-49",6,"active"
"f49252ca6e8d43ce8208932158eb89bc",,11,"Professional consultancies",,"Keene Public Affairs",1,"I - Professional consultancies/law firms/self-employed consultants","46439606300-09",,"inactive"
"f48e36d26dee4b7e8601fa68bd1da3aa",,25,"Trade and business organisations","ATCB","Stichting Amsterdam Marketing",2,"II - In-house lobbyists and trade/professional associations","80265939305-47",0.5,"inactive"
"f48c4c93539843ada109298cf1b6b076",,31,"Non-governmental organisations, platforms and networks and similar","CISA","Centrum Individu en Samenleving",3,"III - Non-governmental organisations","684400010399-14",6,"active"
"f48b45930e9f4f16be2852a1079f5dcc",,21,"Companies & groups",,"DNV GL",2,"II - In-house lobbyists and trade/professional associations","414057515145-62",2,"active"
"f487c0b5251a4547a8a95afd561951ef",,21,"Companies & groups","CEF Sa","CEF  Centre d' Essais Ferroviaire",2,"II - In-house lobbyists and trade/professional associations","775822511723-21",,"inactive"
"f478d89718b04266a5814bba963a7bf3",,31,"Non-governmental organisations, platforms and networks and similar","ETN","European Turbine Network",3,"III - Non-governmental organisations","03589906592-68",1.25,"active"
"f476d5e117394e29948668360383e25a",,21,"Companies & groups","UG","United Group",2,"II - In-house lobbyists and trade/professional associations","539701620522-02",1.75,"active"
"f475e8fee297421ab8612ca56ff9f863",,21,"Companies & groups",,"Projekt MORE GmbH",2,"II - In-house lobbyists and trade/professional associations","545812719770-47",1,"active"
"f470b0835a7a485a8156d6ebec693ebe",,26,"Trade unions and professional associations","Interchanvre","Interchanvre",2,"II - In-house lobbyists and trade/professional associations","35826934411-57",0.25,"active"
"f466e943cbfc414d90c80094905e5166",,21,"Companies & groups",,"Axel Springer España S.A.",2,"II - In-house lobbyists and trade/professional associations","731244122155-59",0.25,"active"
"f466ac68971e4471990aa3210fc73b88",,31,"Non-governmental organisations, platforms and networks and similar",,"EuroGOOS",3,"III - Non-governmental organisations","658215019572-89",1.75,"active"
"f45f600458db4a7dafa0685793ed13e7",,25,"Trade and business organisations","MIA","Motorsport Industry Association Limited",2,"II - In-house lobbyists and trade/professional associations","078560521091-57",0.5,"active"
"f45f4b6754b448178b3c27b4baf65dc9",,31,"Non-governmental organisations, platforms and networks and similar",,"Stroke Alliance for Europe",3,"III - Non-governmental organisations","247798421157-38",0.25,"active"
"f45f290af64c419fb0f6348306bc87b4",,13,"Self-employed consultants","DON","Donald Campbell / Josie Mel's Music",1,"I - Professional consultancies/law firms/self-employed consultants","957827213099-92",,"inactive"
"f448f1900f654c2ba8b4aa4dc4945194",,21,"Companies & groups",,"Vision 20 20 Group limited",2,"II - In-house lobbyists and trade/professional associations","493893811524-28",1,"active"
"f44424ba1a3e482296ffd79cc02de447",,26,"Trade unions and professional associations","AFDEL","Association Française des Editeurs de Logiciels et Solutions Internet",2,"II - In-house lobbyists and trade/professional associations","016870218917-07",2.5,"active"
"f441422cf6c64b008dd16e4f6c533db3",,13,"Self-employed consultants","Studio Lunanova","LUNANOVA PANTALEO",1,"I - Professional consultancies/law firms/self-employed consultants","083775821336-56",0.25,"active"
"f440fe9f21314fd5be9cc08958ea7d5c",,62,"Other public or mixed entities, etc.","FNR","Fachagentur Nachwachsende Rohstoffe e.V.",6,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.","915741810264-67",,"inactive"
"f43c8152cfb24d2a84d41ec371652418",,31,"Non-governmental organisations, platforms and networks and similar","Dianova","Asociación Dianova España",3,"III - Non-governmental organisations","08614897787-35",1,"active"
"f43bfe01ef9a404dacaac4e48cedb574",,31,"Non-governmental organisations, platforms and networks and similar","ETAD","Ecological and Toxicological Association of Dyes and Organic Pigments Manufacturers",3,"III - Non-governmental organisations","348028811869-06",,"inactive"
"f4376506facd41089741551d19e41831",,31,"Non-governmental organisations, platforms and networks and similar",,"EUWMA",3,"III - Non-governmental organisations","158678022663-08",0.5,"active"
"f4367f4914e64da5a8fd0bab19bbe24a",,31,"Non-governmental organisations, platforms and networks and similar","USSE","UNION DES SYLVICULTEURS DU SUD DE L´EUROPE, AEIE",3,"III - Non-governmental organisations","137139013471-71",2.75,"active"
"f434ac46f867437c82461b7d9aa3c455",,21,"Companies & groups","TomTom","TomTom International bv",2,"II - In-house lobbyists and trade/professional associations","068100722742-39",1,"active"
"f432c5838fed49c3b652c516dd892fec",,26,"Trade unions and professional associations","BAK","Bundesarbeitskammer Österreich",2,"II - In-house lobbyists and trade/professional associations","23869471911-54",6.5,"active"
"f430966281324b49b1d372a9968d6f21",,21,"Companies & groups",,"Miele & Cie. KG",2,"II - In-house lobbyists and trade/professional associations","351378519966-94",2.5,"active"
"f42f0e4fdeb84ff9b19120ba8195e5df",,21,"Companies & groups",,"CareWave",2,"II - In-house lobbyists and trade/professional associations","581594720556-69",0.5,"inactive"
"f42db99e2faf43ce8afd6c4416038157",,21,"Companies & groups","FacilityLive","FacilityLive OpCo",2,"II - In-house lobbyists and trade/professional associations","203912412999-51",1.75,"active"
"f42db7878760426994e60f8f01abde0f",,21,"Companies & groups",,"GFI Stockholm AB",2,"II - In-house lobbyists and trade/professional associations","951106012392-28",,"inactive"
"f42774c9cce7476b86376a88f3bdfe95",,31,"Non-governmental organisations, platforms and networks and similar","EFA","European Forum Alpbach",3,"III - Non-governmental organisations","312937417131-70",1,"active"
"f421e400c6ce4acc97e0b740cb8b5dd1",,21,"Companies & groups","infratech","Consorzio stabile INFRATECH S.c.a.r.l",2,"II - In-house lobbyists and trade/professional associations","282224313912-69",,"inactive"
"f41fff51ba7045d1a2df3a59a8b54f43",,31,"Non-governmental organisations, platforms and networks and similar","EiiF","European Industrial Insulation Foundation",3,"III - Non-governmental organisations","658236415011-84",0.5,"active"
"f41c033b0d454af4a42d56c5a1c72201",,25,"Trade and business organisations","CECCM","Confederation of European Community Cigarette Manufacturers",2,"II - In-house lobbyists and trade/professional associations","1496873833-97",2,"active"
"f40f720585314da2a66916abcce5a5cc",,31,"Non-governmental organisations, platforms and networks and similar",,"Japan Machinery Center for Trade and Investment",3,"III - Non-governmental organisations","539264617342-19",0.75,"active"
"f40f034994a54a4880b14d5d74c79498",,11,"Professional consultancies","ZABALA","Zabala Innovation Consulting, S.A.",1,"I - Professional consultancies/law firms/self-employed consultants","759849612290-93",4,"active"
"f40d5592db5a4967af3fdea4091403e9",,22,"Trade, business & professional associations","BOGK","Bundesverband der obst-, gemüse- und kartoffelverarbeitenden Industrie e.V.",2,"II - In-house lobbyists and trade/professional associations","51924206323-12",,"inactive"
"f409263a2eb1498988aa4369325903dc",,21,"Companies & groups","KWS","KWS SAAT SE",2,"II - In-house lobbyists and trade/professional associations","106034119290-26",0.75,"active"
"f4083ae7174d46bcaddb5218c893765a",,25,"Trade and business organisations","ETSA","European Textile Services Association",2,"II - In-house lobbyists and trade/professional associations","042969910219-77",2.25,"active"
"f404535dd24f431d9fafd7f60c1076c8",,31,"Non-governmental organisations, platforms and networks and similar","I.T.A.","International Toradokan Association",3,"III - Non-governmental organisations","01745648684-02",,"inactive"
"f3ff03aec6004a96a3ab8c517ff9c94d",,26,"Trade unions and professional associations","EU FM Coalition","EU FM COALITION",2,"II - In-house lobbyists and trade/professional associations","249882219238-32",0.75,"active"
"f3fea77f99e64fe4b46983eea72eeed9",,31,"Non-governmental organisations, platforms and networks and similar",,"Ultimate Circle",3,"III - Non-governmental organisations","06960572632-08",,"inactive"
"f3fe200b1a0e4d8995ede0efecd5a253",,21,"Companies & groups","IBG","ITALIA BRAND GROUP",2,"II - In-house lobbyists and trade/professional associations","570855922405-12",0.5,"active"
"f3fd5dba872b4a1dbd19693418835774",,25,"Trade and business organisations","Svebio","Swedish Bioenergy Association",2,"II - In-house lobbyists and trade/professional associations","966151316592-05",0.75,"inactive"
"f3f70b4fabb84af89f2c40f140a73ef5",,21,"Companies & groups",,"Autohaus Schaller GmbH",2,"II - In-house lobbyists and trade/professional associations","057774419515-25",0.5,"active"
"f3e453261be448189f075f19f0ed8728",,25,"Trade and business organisations",,"Intact Media Advisors",2,"II - In-house lobbyists and trade/professional associations","732568420308-62",7,"inactive"
"f3d51f2ec8b7423a90d14ac9c6efd664",,11,"Professional consultancies",,"Eleonora Wäktare SPRL",1,"I - Professional consultancies/law firms/self-employed consultants","595760221063-55",0.5,"active"
"f3d219ea73ce4613bca7c5d89d3b8ed4",,21,"Companies & groups","Cyfrowy Polsat S.A.","Cyfrowy Polsat Spółka Akcyjna",2,"II - In-house lobbyists and trade/professional associations","313035020383-71",0.25,"active"
"f3cdd70b963b445da8d8c5bd44bf2b35",,13,"Self-employed consultants",,"Marcus Guardian",1,"I - Professional consultancies/law firms/self-employed consultants","77175667876-11",,"inactive"
"f3cbbda3d3ab4a19b36df0e60b820876",,31,"Non-governmental organisations, platforms and networks and similar","EuFoA","European Friends of Armenia",3,"III - Non-governmental organisations","71696536357-87",1.5,"active"
"f3c5ead93efe4659bad365452ad754ca",,27,"Other in house lobbyists","FRui","Fondazione Rui",2,"II - In-house lobbyists and trade/professional associations","72430635412-60",0.75,"inactive"
"f3bfb49963ce40e285a8ae863dd8f982",,62,"Other public or mixed entities, etc.","CETaqua","CETaqua, Centro Tecnológico del Agua",6,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.","32147824939-61",,"inactive"
"f3bf4b5ee8bc47e4af3bf3f895deae15",,21,"Companies & groups",,"figshare",2,"II - In-house lobbyists and trade/professional associations","891024414525-91",1,"active"
"f3bc77d2fd914d2493fa1e5d76184a6e",,31,"Non-governmental organisations, platforms and networks and similar","БСНГИ","Bulgarian Association for the Promotion of Citizens Initiative",3,"III - Non-governmental organisations","108573714133-49",5,"active"
"f3bbc6de591247eca6ca356f01f2b1d9",,25,"Trade and business organisations","ENSA","European Natural Soy and Plant-based Foods Manufacturers Association",2,"II - In-house lobbyists and trade/professional associations","689045810852-79",0.75,"active"
"f3b8f22fc83a4616bfd70c8d3c910f03",,21,"Companies & groups",,"The Kraft Heinz Company",2,"II - In-house lobbyists and trade/professional associations","010822218390-62",1,"active"
"f3b2245608d64300867a5247b942ffcb",,31,"Non-governmental organisations, platforms and networks and similar","WSM","World Solidarity",3,"III - Non-governmental organisations","96877417745-26",,"inactive"
"f3b1319d3d1b468985cda0ba72feaeaa",,31,"Non-governmental organisations, platforms and networks and similar","RDA","Research Data Alliance Foundation",3,"III - Non-governmental organisations","597317423088-24",0.25,"active"
"f3af179518494524b7cbfddca8fa4999",,25,"Trade and business organisations","GAMA","Global Acetate Manufacturers Association",2,"II - In-house lobbyists and trade/professional associations","63323472608-78",0.5,"active"
"f3a7179c57264dab960e03fa2e6c8000",,42,"Academic institutions","CAM","The Cambridge Academy of Management",4,"IV - Think tanks, research and academic institutions","85328708089-86",,"inactive"
"f39ffea2069741e49f5bad4b0813fe3b",,11,"Professional consultancies",,"RDDV Partner",1,"I - Professional consultancies/law firms/self-employed consultants","783787017175-17",2,"inactive"
"f39fc9d7de184b99bf981fd231a9f415",,21,"Companies & groups",,"Cybernetica AS",2,"II - In-house lobbyists and trade/professional associations","008490721879-35",0.25,"active"
"f39d0663c406457f9279a5c572021396",,31,"Non-governmental organisations, platforms and networks and similar","JGA","Jaunųjų gydytojų asociacija",3,"III - Non-governmental organisations","350858420932-54",19,"active"
"f399513c958541ae97c7261988882cc4",,31,"Non-governmental organisations, platforms and networks and similar","AEJE","Association européenne des jeunes entrepreneurs",3,"III - Non-governmental organisations","256090222257-01",1.75,"active"
"f398cddad07b4cf2a80d5c0492891d9b",,11,"Professional consultancies",,"European Public Policy Associates (UK) Ltd",1,"I - Professional consultancies/law firms/self-employed consultants","70942632022-37",0.25,"active"
"f38a01cdc0254a7dbd73fa987fcaaa39",,31,"Non-governmental organisations, platforms and networks and similar","CCL","Clann Credo - the Social Investment Fund",3,"III - Non-governmental organisations","47933416651-49",,"inactive"
"f37c4eaecffe4b739361d4dc6e54bd1e",,25,"Trade and business organisations","CEC","Confédération Européenne de l’Industrie de la Chaussure",2,"II - In-house lobbyists and trade/professional associations","13497369622-37",2.25,"active"
"f378f173662941afae402d838aebf626",,64,"Other sub-national public authorities","LGDK","Local Government Denmark",6,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.","43783176689-06",4.75,"active"
"f375d6bee2d847909ebb8844b358ca44",,21,"Companies & groups",,"EuropExpo",2,"II - In-house lobbyists and trade/professional associations","735247323269-76",1,"active"
"f374d03ef9264cfc9f9375d9f6e9b70a",,41,"Think tanks and research institutions","IBFD","International Bureau of Fiscal Documentation",4,"IV - Think tanks, research and academic institutions","135950711071-58",2.5,"active"
"f36cc036117146258584cab795b8ec28",,13,"Self-employed consultants","IESE CRHIM","Magdalene Rosenmoller",1,"I - Professional consultancies/law firms/self-employed consultants","655573518229-07",1,"inactive"
"f36a66a5ef01440f88f0baee8e6fe59d",,31,"Non-governmental organisations, platforms and networks and similar","SIM","Foundation for Reuse Systems",3,"III - Non-governmental organisations","56221219860-08",,"inactive"
"f3686661acb14232900b50d48dd6a820",,25,"Trade and business organisations","FIEEC","Fédération des Industries Electriques, Electroniques et de Communication",2,"II - In-house lobbyists and trade/professional associations","36474004071-38",0.75,"active"
"f3653f960c8c4599bac0c023b9ff60ab",,26,"Trade unions and professional associations","FCVMM","Fédération des cristalleries et verreries à la main et mixtes",2,"II - In-house lobbyists and trade/professional associations","895632614724-43",0.25,"active"
"f361ee5708d545e7b743c39ccb9d3b3f",,25,"Trade and business organisations","BBPA","British Beer & Pub Association",2,"II - In-house lobbyists and trade/professional associations","987323419025-40",1,"active"
"f3608b2d12f94acab156de637116b4f9",,42,"Academic institutions","AMU","Université d'Aix-Marseille",4,"IV - Think tanks, research and academic institutions","12376929898-91",,"inactive"
"f36007c0bbd5495ebdf9b11b170c551f",,26,"Trade unions and professional associations",,,2,"II - In-house lobbyists and trade/professional associations","519193423004-27",2,"inactive"
"f35d105701894f71a0a9ef20396db351",,21,"Companies & groups",,"Roundtable of European Energy Industrialists",2,"II - In-house lobbyists and trade/professional associations","101903316808-95",1,"active"
"f358c80e5202494cb7570ab4c1901607",,21,"Companies & groups","LYB","LyondellBasell Industries N.V.",2,"II - In-house lobbyists and trade/professional associations","950757315280-54",0.5,"active"
"f357a25e3dce482a954e338ee717a370",,13,"Self-employed consultants",,"Candice Joy Alexander",1,"I - Professional consultancies/law firms/self-employed consultants","020609814192-89",1,"active"
"f355ffb0927e4226a1a79901e8d914bb",,31,"Non-governmental organisations, platforms and networks and similar","COE","Comhdhail Oileain na hEireann/Federation of Irish Islands",3,"III - Non-governmental organisations","485299322466-39",1.25,"inactive"
"f34a12fe324041ac835a2f719db33e6a",,31,"Non-governmental organisations, platforms and networks and similar","NB-Med","NB-Med",3,"III - Non-governmental organisations","886222922978-71",2.5,"active"
"f34804ae7a5146f5995d1402f4242923",,22,"Trade, business & professional associations","ARCSIS","Association pour la Recherche sur les Composants et Systèmes Intégrés Sécurisés",2,"II - In-house lobbyists and trade/professional associations","616149312978-32",,"inactive"
"f343db281a2b4a33be44fbdb293dab80",,25,"Trade and business organisations",,"SPECTARIS Deutscher Industrieverband für optische, medizinische und mechatronische Technologien e.V.",2,"II - In-house lobbyists and trade/professional associations","55587639351-53",0.5,"active"
"f341488187224ebaa53d672714c6ef67",,12,"Law firms",,"Anwaltskanzlei Horst Herbartz",1,"I - Professional consultancies/law firms/self-employed consultants","298966813279-61",1,"inactive"
"f33efd46f1fc410dba6c7379d58a43ff",,25,"Trade and business organisations","ICOS","Irish Co-operative Organisation Society Ltd.",2,"II - In-house lobbyists and trade/professional associations","99345863205-62",1,"active"
"f33cf23304dd45b0ba0f7e8d460c3e9c",,66,"Other public or mixed entities, created by law whose purpose is to act in the public interest","FUNDECYT-PCTEX","FUNDACIÓN FUNDECYT PARQUE CIENTIFICO Y TECNOLOGICO DE EXTREMADURA",6,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.","420912114155-10",23,"active"
"f32ccce7bbf04c2b940b2f132abab725",,31,"Non-governmental organisations, platforms and networks and similar","apaval","club de cazadores apaval",3,"III - Non-governmental organisations","730777217572-88",7.5,"inactive"
"f32befefabe64bbe961115328ce34c67",,21,"Companies & groups","Alfresco","Alfresco Software",2,"II - In-house lobbyists and trade/professional associations","674953316749-32",0.25,"inactive"
"f327631200634cc8b7de6b465fdeb5ac",,31,"Non-governmental organisations, platforms and networks and similar","KOSA","Coordination Southern Africa",3,"III - Non-governmental organisations","35728482305-66",0.75,"active"
"f324f5b760194e0e8375d15110ab5d72",,31,"Non-governmental organisations, platforms and networks and similar","British Influence","The Campaign for British Influence in Europe Limited",3,"III - Non-governmental organisations","245656815596-72",,"inactive"
"f31c145cdecd451d960d6d4a329d7bdc",,31,"Non-governmental organisations, platforms and networks and similar","ACTION","ACTION for Food Reserves",3,"III - Non-governmental organisations","982623711334-75",1.5,"inactive"
"f318f741062246c984bc6b41ba4a89d2",,21,"Companies & groups","randstad","Randstad N.V.",2,"II - In-house lobbyists and trade/professional associations","63569542153-18",4.5,"active"
"f3144c5d7cb44286ba72555b679e53e8",,11,"Professional consultancies","TENICO","SC TENICO 2002 SRL",1,"I - Professional consultancies/law firms/self-employed consultants","47090537149-77",,"inactive"
"f3062fde6d9f43689600ebc9588720d7",,21,"Companies & groups",,"Réseau des Experts Internationaux",2,"II - In-house lobbyists and trade/professional associations","828732414496-23",,"inactive"
"f304b1d8df064e3ba370bacdb02a307e",,25,"Trade and business organisations","EUROCOTON","EUROPEAN FEDERATION OF COTTON AND ALLIED TEXTILES",2,"II - In-house lobbyists and trade/professional associations","84723161705-62",1,"active"
"f3039e24dd3f476c80e1e58756f41ffe",,22,"Trade, business & professional associations","BASP","The British Association of Seed Producers",2,"II - In-house lobbyists and trade/professional associations","481910115336-10",,"inactive"
"f2ffcf0036a5469f9317702fafcc6b40",,31,"Non-governmental organisations, platforms and networks and similar",,"Mercy Corps Scotland",3,"III - Non-governmental organisations","41492154797-88",,"inactive"
"f2ff872eff2148978a3d83859614d2da",,27,"Other in house lobbyists",,"THE 5G INFRASTRUCTURE Association",2,"II - In-house lobbyists and trade/professional associations","484710217211-60",1,"active"
"f2fef98c6e41488ab5f23955ee5f2b7b",,31,"Non-governmental organisations, platforms and networks and similar","BOIC","Belgisch Olympisch & Interfederaal Comité",3,"III - Non-governmental organisations","928000215549-37",,"inactive"
"f2fdb67ae44747a186b1f6d7611bec3c",,31,"Non-governmental organisations, platforms and networks and similar","PZS","Planinska zveza Slovenije",3,"III - Non-governmental organisations","51906824360-39",,"inactive"
"f2f5987f7e2f4a7c923bbec624d18ff4",,25,"Trade and business organisations",,"WorldDAB",2,"II - In-house lobbyists and trade/professional associations","313735017680-60",0.75,"active"
"f2f30e9a9bbb4f7d9f1a0db81a72e444",,31,"Non-governmental organisations, platforms and networks and similar","EOCC","European Organic Certifiers Council",3,"III - Non-governmental organisations","755639413555-75",0.5,"active"
"f2ea14baf06d456d91d0e615486b16e6",,31,"Non-governmental organisations, platforms and networks and similar","PI","Privacy International",3,"III - Non-governmental organisations","78180074927-85",0.25,"active"
"f2e91e6ea8d94f70bbf72b8267f3b1e0",,31,"Non-governmental organisations, platforms and networks and similar","FORE","Forum for Osteopathic Regulation in Europe",3,"III - Non-governmental organisations","972440722081-68",0.75,"active"
"f2e8a1f5442b43eca3f98b539d6b3729",,66,"Other public or mixed entities, created by law whose purpose is to act in the public interest","CluBE","Cluster of Bioenergy and Environment of Western Macedonia",6,"VI - Organisations representing local, regional and municipal authorities, other public or mixed entities, etc.","269291422519-34",0.5,"active"
"f2dde5a6f9c742b387bd436a288773ad",,51,"Organisations representing churches and religious communities","ABPAD","Associação Beneficente Pai Antonio DAngola",5,"V - Organisations representing churches and religious communities","290695310640-17",,"inactive"
"f2dc0ae3acd84f4e8f087d42f241e19d",,31,"Non-governmental organisations, platforms and networks and similar","O.C.E.","Obiettivo Calabria Europa",3,"III - Non-governmental organisations","088223610456-03",,"inactive"
"f2dacf6e1f324db58dd065c48345dde5",,25,"Trade and business organisations","PNC","PAN-Nordic Card Association",2,"II - In-house lobbyists and trade/professional associations","23332008533-91",0.25,"active"
"f2d66ad8d59c42aeb14121d5f397c333",,22,"Trade, business & professional associations","ADVID","Associação para o Desenvolvimento da Viticultura Duriense",2,"II - In-house lobbyists and trade/professional associations","671394614425-77",,"inactive"
"f2cf7e4aa2694fe5bc37f8ba82c24f5c",,21,"Companies & groups",,"Cooperativa Rosslyn",2,"II - In-house lobbyists and trade/professional associations","09057594374-71",,"inactive"
"f2cb7832f97f43bd8be3ef0b1e79b570",,21,"Companies & groups","La Camporena","Az.Agr. La Camporena",2,"II - In-house lobbyists and trade/professional associations","122551013258-95",,"inactive"
"f2cb5a36dc5549b3a0eb7b32f5bb9dd1",,23,"Trade unions",,"CEMF",2,"II - In-house lobbyists and trade/professional associations","196160112807-56",,"inactive"
"f2ca8b99f2bd48ad8f59404cf7c09d1f",,31,"Non-governmental organisations, platforms and networks and similar",,"ASOCIATIA FEMEILOR DURNESTI",3,"III - Non-governmental organisations","975066512845-02",,"inactive"
