ID,Name,Link_image,Country,Political_group,Party,Institution,Previous_position,New_position,category_pie,category_bar,brussel_lobbying,Link_profile,Link_source,group2,Description,Paid_unpaid,Answers,Certified,Date of Commission authorisation,Based on advice from Ad hoc Ethical Committee?,Link to authorisation in College of Commissioners' minutes,"Link to Commission authorisation documents, released under freedom of information rules. Click on the links to read the documents",Link Transparency register
28320,Ivo STREJCEK,,Czech Republic,ECR,Civic Democratic Party,European Parliament,MEP,Advisor to former President Vaclav Havel ,Elected office & public sector,Political parties,no,,https://cs.wikipedia.org/wiki/Ivo_Strej%C4%8Dek,,,,,Raphael,,,,,
28323,Oldrich VLASÁK,,Czech Republic,ECR,Civic Democratic Party,European Parliament,MEP,Councillor for the Kralove region and municipal councilor for the town of Hrqdjec Kralove ,Elected office & public sector,Elected office,no,,https://cs.wikipedia.org/wiki/Ivo_Strej%C4%8Dek,,,,,Raphael,,,,,
4440,Anne E. JENSEN,,Denmark,ALDE,"Left, Liberal Party",European Parliament,MEP,Left the European Movement in 2015. Most likely retired,Others,Retired,no,,https://da.wikipedia.org/wiki/Anne_E._Jensen,,,,,Raphael,,,,,
28156,Dan JØRGENSEN,,Denmark,S&D,Social Democrats,European Parliament,MEP,Lecturer at the Danish Institute for Study Abroad,"Think tanks, research and academic institutions",Academic,no,,https://da.wikipedia.org/wiki/Dan_J%C3%B8rgensen,,,,,Raphael,,,,,
122404,Claus LARSEN-JENSEN,,Denmark,S&D,Social Democrats,European Parliament,MEP,Director of Forum for International Corporation,"Non-governmental organisations, platforms and networks and similar",NGOs,no,,https://en.fic.dk/daily-management/,,Looks more like a NGOs/Consultancies ,,Check again with Daniel ,Raphael,,,,,
96664,Anna ROSBACH,,Denmark,EFDD,People's Party,European Parliament,MEP,Founded a party in 2014 which got dissolved in 2015. Most likely retired (born in 1947),Others,Retired,no,,https://da.wikipedia.org/wiki/Anna_Rosbach_Andersen,,,,,Raphael,,,,,
37676,Søren Bo SØNDERGAARD,,Denmark,GUE/NGL,People's Movement against the EU,European Parliament,MEP,Member of the Danish Parliament ,Elected office & public sector,Elected office,no,,http://www.thedanishparliament.dk/Members/elsobs.aspx,,,,,Raphael ,,,,,
28153,Britta THOMSEN,,Denmark,S&D,Social Democrats,European Parliament,MEP,adjunct professor at Copenhagen Business School (CBS) and owner of Britta Thomsen Consulting,Private Sector,Consultancies,no,,https://www.linkedin.com/in/brittathomsendk,,,,,Raphael,,,,,
96703,Emilie TURUNEN,,Denmark,Greens/EFA,Socialist People's Party,European Parliament,MEP,Head of public affairs at Nykredit,Private Sector,Companies and Groups,yes ,,https://corporateeurope.org/revolvingdoorwatch/cases/emilie-turunen,,,,,Raphael ,,,,,
97230,Kristiina OJULAND,,Estonia,ALDE,Reform Party,European Parliament,MEP,Chairman of the People's Unity Party ,Elected office & public sector,Political parties,no,,http://rue.ee/WP/erakond/juhatus/,,Check this,,Have not been able to locate the society in questiion. Unable to locate currect occuption,Raphael,,,,,
26829,Siiri OVIIR,,Estonia,ALDE,Centre Party ,European Parliament,MEP,Boardmember of the West Tallinn hospital and Chairman of the board of Governors of the University of Tallinn ,"Think tanks, research and academic institutions",Academic,no,,https://et.wikipedia.org/wiki/Siiri_Oviir,,,,,Raphael,,,,,
97025,Ivari PADAR,,Estonia,S&D,Social Democratic Party,European Parliament,MEP,Member of the Estonian Parliament ,Elected office & public sector,Elected office,no,,http://www.riigikogu.ee/en/parliament-of-estonia/composition/members-riigikogu/,,,,,Raphael,,,,,
37200,Katrin SAKS,,Estonia,S&D,Finnish Rural Party,European Parliament,MEP,"vice-chairman of the Social Democratic Party, rector at Tallinn University",Elected office & public sector,Political parties,no,,https://en.wikipedia.org/wiki/Katrin_Saks,SDE,,,,Raphael,,,,,
97308,Vilja SAVISAAR-TOOMAST,,Estonia,ALDE,Centre Party ,European Parliament,MEP,member of the Estonian Parliament ,Elected office & public sector,Elected office,no,,http://www.riigikogu.ee/en/parliament-of-estonia/composition/members-riigikogu/,,,,,Raphael,,,,,
107973,Tarja CRONBERG,,Finland,Greens/EFA,Green League,European Parliament,MEP,"Associate Fellow European Security, Stockholm International Peace Research Institute","Think tanks, research and academic institutions",Academic,no,,https://www.sipri.org/about/bios/dr-tarja-cronberg,,,,,Raphael,,,,,
96682,Sari ESSAYAH,,Finland,EPP,Christian Democrats,European Parliament,MEP,Member of the Finish Parliament ,Elected office & public sector,Elected office,no,,https://www.eduskunta.fi/EN/kansanedustajat/Pages/778.aspx,,,,,Raphael ,,,,,
96683,Carl HAGLUND,,Finland,ALDE,Swedish People's Party,European Parliament,MEP,Baordmember of Milton. CEO of Kaidi New ENergy Finland and Vice-Europe and Strategy for yorldyide Kaidi group ,Private Sector,Companies and Groups,yes ,,https://corporateeurope.org/revolvingdoorwatch/cases/carl-haglund,,,,https://goo.gl/4XwlLA,Raphael ,,,,,
28321,Satu HASSI,,Finland,Greens/EFA,Green League,European Parliament,MEP,"Member of Parliament of Finland, Chair of the Committee on Environment",Elected office & public sector,Elected office,no,,https://www.eduskunta.fi/EN/kansanedustajat/Pages/363.aspx,,,,,Raphael,,,,,
28313,Ville ITÄLÄ,,Finland,EPP,National Coalition Party,European Parliament,MEP,"Partner, Attorney at Astrea Attorneys at Law Ltd, Member of the European Court of Auditors",Elected office & public sector,Public authorities,no,,http://www.eca.europa.eu/Lists/ECADocuments/CV_IT%C3%84L%C3%84/CV_IT%C3%84L%C3%84_EN.Democratic Partyf,,,,,Raphael,,,,,
4260,Eija-Riitta KORHOLA,,Finland,EPP,National Coalition Party,European Parliament,MEP,"Member of the Steering Committee
ICEF Innovation for Cool Earth Forum, Delegate of the Consultative Commission on Industrial Change (EESC) (2016-2021), Member Energy Advisory board at Momentum Capital, Boardmember CEG ",Private Sector,Business associations,yes ,,https://www.linkedin.com/in/eija-riitta-korhola-phd-60795b74,,"Not direct lobbying but she's involved in so many ventures that have a key interest in EU regulation, it is hard to believe this is not a revolving door case. ",,,Raphael,,,,,
96685,Riikka PAKARINEN,,Finland,ALDE,Centre Party ,European Parliament,MEP,Manager of government relations and bioeconomy,Private Sector,Business associations,yes ,,https://fi.wikipedia.org/wiki/Riikka_Pakarinen,,As a lobbyist or a wood-chuck?,,Lobbyist and registered in the Transparency Register,Raphael ,,,,,
96686,Mitro REPO,,Finland,S&D,Social Democratic Party,European Parliament,MEP,"Trainer, speaker, lecturer at MitroFoni Oy. Reverend father for the orthodox church of finland","Think tanks, research and academic institutions",Academic,no,,https://www.linkedin.com/in/mitrorepo,,,,,Raphael,,,,,
96666,Timo SOINI,,Finland,EFDD,True Finns,European Parliament,MEP,Deputy Prime Minister of Finland,Elected office & public sector,Elected office,no,,https://en.wikipedia.org/wiki/Timo_Soini,,,,,Raphael ,,,,,
96750,François ALFONSI,,France,Greens/EFA,Party of the Corsican Nation,European Parliament,MEP,"President of the European Free Alliance, since 2014",Elected office & public sector,Political parties,no,,http://www.e-f-a.org/whos-who/president/,,,,,Raphael ,,,,,
28137,Kader ARIF,,France,S&D,Socialist Party,European Parliament,MEP,On 21 November 2014 he resigned due to suspicion on fraud and opening of judicial inquiry. Currently Deputy of Haute-Girone,Elected office & public sector,Elected office,no,,https://www.nosdeputes.fr/circonscription/departement/Haute-Garonne,,,,,TI-FR,,,,,
96862,Sophie AUCONIE,,France,EPP,Union for a Popular Movement,European Parliament,MEP,"Consultant in public affairs and performances in connection to the EU (according to La Nouvelle Republique), Governor at World Water Council ",Private Sector,Consultancies,yes ,,http://www.lanouvellerepublique.fr/Indre-et-Loire/Actualite/Politique/n/Contenus/Articles/2016/09/21/Sophie-Auconie-s-impose-2845975,UMP,Created her own Consultancies on EU funding according to this interview ,,,TI-FR,,,,,
33775,Jean-Pierre AUDY,,France,EPP,Union for a Popular Movement,European Parliament,MEP,Member of the high-level group monitoring simplification for beneficiaries (European Commission DG REGIO) Municipal Councelor of the city of Meymac,Elected office & public sector,Public authorities,no,,http://ec.europa.eu/regional_policy/en/policy/how/improving-investment/high-level-group-simplification/#1,UMP,,,,Raphael,,,,,
72776,Michel BARNIER,,France,PPE,Union for a Popular Movement,European Parliament,MEP,Brexit advisor to European Commission President Juncker,Elected office & public sector,Public authorities,no,,,UMP,,,,TI-FR,,,,,
1759,Dominique BAUDIS,,France,PPE,Union for a Popular Movement,European Parliament,MEP,Died in 2014,Others,Deceased,no,,https://fr.wikipedia.org/wiki/Dominique_Baudis,UMP,,,,TI-FR,,,,,
97002,Christophe BÉCHU,,France,PPE,Union for a Popular Movement,European Parliament,MEP,Mayor of Angers and French Senator (Maine-et-Loire),Elected office & public sector,Elected office,no,,https://fr.wikipedia.org/wiki/Christophe_B%C3%A9chu,UMP,,,,TI-FR,,,,,
96738,Sandrine BÉLIER,,France,Greens/EFA,Europe Ecology,European Parliament,MEP,"Independent consultant on questions of politics, governance and environmental strategies. Director of the association Humity and Biodiversity ",Private Sector,Consultancies,no,,https://www.linkedin.com/in/sandrinebelier2014,,Consulting or NGOs? ,,,TI-FR,,,,,
96732,Malika BENARAB-ATTOU,,France,Greens/EFA,Europe Ecology,European Parliament,MEP,Mission officer at the International Relations Direction of the Ecole Nationale Superieure de Securite sociale ,"Think tanks, research and academic institutions",Academic,no,,https://www.linkedin.com/in/malika-benarab-attou-3220b5b5,,,,,TI-FR,,,,,
28214,Jean-Luc BENNAHMIAS,,France,ALDE,Democratic Movement,European Parliament,MEP,"President of Front democrate in France (he founded this new party back in 2014). member of the Economic, Social and Environmental Council (FR government), Candidate in Socialist primaries for Presidential elections",Elected office & public sector,Political parties,no,,http://www.lecese.fr/membre/bennahmias,,,,,TI-FR,,,,,
96947,Nora BERRA,,France,PPE,Union for a Popular Movement,European Parliament,MEP,Regional Counsellor of Lyon Townhall. Official candidate for the 2017 legislative elections,Elected office & public sector,Elected office,no,,https://fr.wikipedia.org/wiki/Nora_Berra,UMP,,,,Raphael,,,,,
96699,Jean-Paul BESSET,,France,Greens/EFA,Europe Ecology,European Parliament,MEP,Retired,Others,Retired,no,,https://fr.wikipedia.org/wiki/Jean-Paul_Besset,,,,,TI-FR,,,,,
113891,Jean-Jacob BICEP,,France,Greens/EFA,Europe Ecology,European Parliament,MEP,"There is a firm with his name in Sainte Anne en Guadeloupe (France), ""Jean Jacob Bicep Consulting"", set up in March 2016",Private Sector,Consultancies,no,http://www.societe.com/societe/jean-jacob-bicep-consulting-819167826.html,https://www.facebook.com/jeanjacob.bicep,,It his indeed his company. Cross-checked with FB page ,,,Raphael,,,,,
105624,Philippe BOULLAND,,France,EPP,Union for a Popular Movement,European Parliament,MEP,Doctor,Private Sector,Self-employed,no,,http://www.leparisien.fr/espace-premium/oise-60/cabinet-medical-menace-le-medecin-denonce-l-inaction-de-la-mairie-13-10-2016-6200046.php,UMP,,,,Raphael,,,,,
96711,Pascal CANFIN,,France,Greens/EFA,Europe Ecology,European Parliament,MEP,"Head of the French section of WWF. July 2014 to December 2015, he was the Senior Advisor on Climate at World Resources Institute (WRI), ranked the most influential think tank in the world  on environmental issues","Non-governmental organisations, platforms and networks and similar",NGOs,no,,,,,,https://fr.wikipedia.org/wiki/Pascal_Canfin,Raphael,,,,,
96792,Bogdan Kazimierz MARCINKIEWICZ,,Poland,EPP,Civic Platform,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,,,confirm,,,Raphael,,,,,
1202,Yves COCHET,,France,Greens/EFA,Europe Ecology,European Parliament,MEP,President of of the Momentum Institute ,"Think tanks, research and academic institutions",Academic,no,,http://www.institutmomentum.org/qui-sommes-nous/,,Instute provides research on the anthopecene,,,Raphael,,,,,
1934,Daniel COHN-BENDIT,,France,Greens/EFA,Europe Ecology,European Parliament,MEP,Writer/Moderator,Private Sector,Media,no,,,,,,,TI-FR,,,,,
2315,Jean Louis COTTIGNY,,France,S&D,Socialist Party,European Parliament,MEP,"Vice-Président du Conseil Départemental 62, Boardmember of Pas de Calais Habitat (Non-profit org to foster housing in the region) ",Elected office & public sector,Elected office,no,http://www.pasdecalais-habitat.fr/fr/accueil/pas-de-calais-habitat/decouvrir-pas-de-calais-habitat/le-conseil-dadministration.aspx,http://www.pasdecalais.fr/L-institution/Vos-elus/(tri)/nom,PS,,,,Raphael,,,,,
4342,Joseph DAUL,,France,EPP,Union for a Popular Movement,European Parliament,MEP,President of the EPP (Party) Executive Board Member- Martens Centre (EPP think tank)  ,Elected office & public sector,Political parties,no,,http://www.martenscentre.eu/people/joseph-daul,UMP,EPP think tank ? Sounds like heavy BXL lobbying ? ,,,Raphael,,,,,
4318,Harlem DÉSIR,,France,S&D,Socialist Party,European Parliament,MEP,Secretary of State for European Affairs ,Elected office & public sector,Elected office,no,,http://www.diplomatie.gouv.fr/en/the-minister-and-the-ministers-of-state/harlem-desir/,,,,,TI-FR,,,,,
4347,Christine DE VEYRAC,,France,EPP,Union for a Popular Movement,European Parliament,MEP,Editorialist at Sud Radio,Private Sector,Media,no,,https://www.linkedin.com/in/christine-de-veyrac-43a34042,UMP,,,,Raphael,,,,,
4385,Hélène FLAUTRE,,France,Greens/EFA,Europe Ecology,European Parliament,MEP,"Munipal Councilor in the city of Arras. Head of Mission - European Citizenship, Lille academy ",Elected office & public sector,Elected office,no,,https://www.arras.fr/fr/elus,,,,,Raphael,,,,,
1993,Carmen FRAGA ESTÉVEZ,,Spain,EPP,People's Party,European Parliament,MEP,Unknown,Unknown,Unknown,Unknown,,https://es.wikipedia.org/wiki/Carmen_Fraga_Est%C3%A9vez,PP,,,,Raphael,,,,,
96745,Catherine GRÈZE,,France,Greens/EFA,Europe Ecology,European Parliament,MEP,Member of the Greens in France and of the Executive Committee of the European Federation of the Green Parties,Unknown,Unknown,Unknown,,,,Unclear if these are jobs,,,TI-FR,,,,,
28193,Jean-Paul GAUZÈS,,France,EPP,Union for a Popular Movement,European Parliament,MEP,Board President of the European Financial Reporting Advisory Group. ,Private Sector,Business associations,yes ,,http://www.efrag.org/About/Governance/9/EFRAG-Board,UMP,,,,Raphael,,,,,
96953,Estelle GRELIER,,France,S&D,Socialist Party,European Parliament,MEP,Secretary of State for for local authorities ,Elected office & public sector,Elected office,no,,http://www.gouvernement.fr/ministre/estelle-grelier,PS,,,,TI-FR,,,,,
97294,Catherine SOULLIE,,France,EPP,Union for a Popular Movement,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,,UMP,,,,TI-FR,,,,,
96983,Pascale GRUNY,,France,PPE,Union for a Popular Movement,European Parliament,MEP,Senator in French senate. Vice-President of the Aisne Council. Director of Human Ressources and General finances at Groupe TUPPIN,Elected office & public sector,Elected office,no,,https://www.linkedin.com/in/pascale-gruny-b1929649,UMP,,,,TI-FR,,,,,
28215,Jacky HÉNIN,,France,GUE/NGL,Left Front,European Parliament,MEP,Municipal Councelor in in the city of Calais. Secretary of the Communist Pary division of la Somme.,Elected office & public sector,Elected office,no,,http://www.calais.fr/fr/Ville-de-Calais/la-mairie/vie-municipale/les-elus/presentation?userprofile=566841111a6c7e89089a8a7f,,Unclear if this is a job,,Elected in the city of Calais ,Raphael,,,,,
96950,Liem HOANG NGOsC,,France,S&D,Socialist Party,European Parliament,MEP,Regional Councilor of Languedoc-Roussillon-Midi-Pyrennes.  associate professor at the University of Paris 1 Pantheon-Sorbonne.,Elected office & public sector,Elected office,no,,https://fr.wikipedia.org/wiki/Li%C3%AAm_Hoang-NGOsc,PS,,,,Raphael,,,,,
96881,Elie HOARAU,,France,GUE/NGL,Communist Party of Réunion,European Parliament,MEP,Retired from public life ,Others,Retired,no,,,PCR,,,,TI-FR,,,,,
96676,Christian ENGSTRÖM,,Sweden,Greens/EFA,Pirate Party,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,,,Confirm,,,Raphael,,,,,
105849,Agnès LE BRUN,,France,EPP,Union for a Popular Movement,European Parliament,MEP,"Mayor of Morlaix, Regional councilor of Britanny, Vice-President of AMF (Association of French Mayors), spokesperson on Education for Nicolas Sarkozy",Elected office & public sector,Elected office,no,,https://fr.wikipedia.org/wiki/Agn%C3%A8s_Le_Brun,UMP,,,,TI-FR,,,,,
28162,Stéphane LE FOLL,,France,S&D,Socialist Party,European Parliament,MEP,French Minister of Agriculture and Spokesperson for the Government,Elected office & public sector,Elected office,no,,http://www.gouvernement.fr/ministre/stephane-le-foll,PS,,,,Raphael,,,,,
97076,Corinne LEPAGE,,France,ALDE,Democratic Movement,European Parliament,MEP,Lawyer at her own lawfirm. Still very involved in advocacy for the environment ,Private Sector,Law firms,no,,https://fr.wikipedia.org/wiki/Corinne_Lepage,MoDem,,,,TI-FR,,,,,
4412,Véronique MATHIEU HOUILLON,,France,EPP,Union for a Popular Movement,European Parliament,MEP,"Doctor. Member of Economic, Environmental and Social Council ",Elected office & public sector,Public authorities,no,,http://www.lecese.fr/membre/mathieu-houillon,UMP,,,,Raphael ,,,,,
111068,Jean ROATTA,,France,EPP,Socialist Party,European Parliament,MEP,Councillor to the Mayor of Marseille. Vice-President of the Commission on Human Rights. ,Elected office & public sector,Elected office,no,,http://marseille1-7.fr/la-mairie/le-maire-et-ses-adjoints/,PS,,,,Raphael,,,,,
96746,Marie-Thérèse SANCHEZ-SCHMID,,France,EPP,Union for a Popular Movement,European Parliament,MEP,"assistant to the Mayor of Perpignan, English teacher, National secretary for European policies at her party",Elected office & public sector,Public authorities,no,,https://fr.wikipedia.org/wiki/Marie-Th%C3%A9r%C3%A8se_Sanchez-Schmid,UMP,,,,TI-FR,,,,,
97199,Crescenzio RIVELLINI,,Italy,EPP,Forza Italia,European Parliament,MEP,Unknown,Unknown,Unknown,Unknown,,https://it.wikipedia.org/wiki/Enzo_Rivellini,FI,,,,Raphael,,,,,
96860,Michèle STRIFFLER,,France,EPP,Modern Left,European Parliament,MEP,"Delegate for Animal welfare in Mulhouse, national secretary of the UDI",Elected office & public sector,Political parties,no,,http://www.mulhouse.fr/fr/En-Avant-Mulhouse/michele-striffler.html?highlight=sud,,,,,TI-FR,,,,,
97026,Patrice TIROLIEN,,France,S&D,Socialist Party,European Parliament,MEP,Retired,Others,Retired,no,,https://fr.wikipedia.org/wiki/Patrice_Tirolien,PS,,,,Raphael,,,,,
1129,Catherine TRAUTMANN,,France,S&D,Socialist Party,European Parliament,MEP,European Coordinator for the North Sea-Baltic TEN-T Corridor ,Elected office & public sector,Public authorities,no,,https://ec.europa.eu/transport/themes/infrastructure/ten-t-guidelines/european-coordinators_en,PS,,,,TI-FR,,,,,
28177,Bernadette VERGNAUD,,France,S&D,Socialist Party,European Parliament,MEP,Vice-President of Confrontations Europe - think tank,"Think tanks, research and academic institutions",Think tanks,yes ,http://confrontations.org/about-us/gouvernance?lang=en#1457537247277-c4ddd134-0fc9,https://www.linkedin.com/in/association-confrontations-europe-201b7223,,According to linkedin but not mentionned as vice-president on official website,,,TI-FR,,,,,
2212,Philippe de VILLIERS,,France,EFDD,Movement for france,European Parliament,MEP,President of the Movement for France. No longer seeks active political engagement. writer and very active in the cultural parc Puy du Fou,Private Sector,Companies and Groups,no,,https://fr.wikipedia.org/wiki/Philippe_de_Villiers,,,,,Raphael,,,,,
5737,Dominique VLASTO,,France,EPP,Union for a Popular Movement,European Parliament,MEP,Councillor to the Mayor of Marseille.,Elected office & public sector,Elected office,no,,http://mairie.marseille.fr/gouvernement-municipal/elus,UMP,,,,Raphael,,,,,
2319,Henri WEBER,,France,S&D,Socialist Party,European Parliament,MEP,Retired,Others,Retired,no,,https://fr.wikipedia.org/wiki/Henri_Weber,PS,,,,TI-FR,,,,,
113890,Karim ZÉRIBI,,France,Greens/EFA,Europe Ecology,European Parliament,MEP,"Com-Relations Publiques RSE/DD, SNCF, Intervenant régulier dans les Médias RMC les GG et ITÉLÉ avec Audrey Pulvar. RMC & i Télé, Directeur du Groupe SNCF Algérie-TunisieSNCF",Elected office & public sector,Public authorities,no,,https://www.linkedin.com/in/karim-z%C3%A9ribi-359759a5,,Recheck this,,No Brussels focussed lobbying but he was  part of the EP External Relatiosn Commission (Delegation to Magrheb) and Commission for Transport. He is now Director of SNCF for Algeria and Tunisia.,Raphael,,,,,
28246,Alexander ALVARO,,Germany,ALDE,Free Democratic Party,European Parliament,MEP,"Self-employed Advisor for the Digital Agenda, Data Protection and EU Affairs.",Private sector,Consultancies,yes ,,https://www.linkedin.com/in/alexander-alvaro-131321a7,,https://www.thelocal.de/20140403/vp-of-parliament-charged-with-manslaughter,,,Raphael ,,,,,
96650,Lothar BISKY,,Germany,GUE/NGL,The Left,European Parliament,MEP,Died in 2013 ,Others,Deceased,no,,https://en.wikipedia.org/wiki/Lothar_Bisky,,,,,Raphael,,,,,
96662,Franziska Katharina BRANTNER,,Germany,Greens/EFA,Alliance '90/The Greens,European Parliament,MEP,Member of the German Parliament,Elected office & public sector,Elected office,no,,http://www.bundestag.de/abgeordnete18/biografien/B/brantner_franziska/259392,,,,,Raphael,,,,,
1059,Hiltrud BREYER,,Germany,Greens/EFA,Alliance '90/The Greens,European Parliament,MEP,Member of the Scientific Advisory Committe of the Coalition against BAYER dangers (CBG),"Non-governmental organisations, platforms and networks and similar",NGOs,Unknown,,http://www.cbgnetwork.org/38.html,,,,,Raphael,,,,,
28243,Jorgo CHATZIMARKAKIS,,Germany,ALDE,Free Democratic Party,European Parliament,MEP,Secretary General of Hydrogen Europe ,Private Sector,Companies and Groups,yes ,,https://www.linkedin.com/in/jorgo-chatzimarkakis-50685b11a,,,,,Raphael,,,,,
96873,Jürgen CREUTZMANN,,Germany,ALDE,Free Democratic Party,European Parliament,MEP,Treasurer for the FDP Rheinland-Pfalz ,Elected office & public sector,Elected office,no,,http://www.fdp-rlp.de/page/landesvorstand-partei,,,,,Raphael,,,,,
1902,Norbert GLANTE,,Germany,S&D,Social Democratic Party,European Parliament,MEP,Partner at PKS Kommunikations- und Strategieberatung GmbH,Private Sector,Consultancies,yes ,,https://www.linkedin.com/in/norbert-glante-a99835a3,,Recheck how much focus on EU lobbying or just German lobbying?,,"According to his linkedin explanation this org supports business in their public relation strategies at the German Federal, Lander and Municipal level as wel at the EU. Seems more focussed on Germany but he mentions himself the EU.",Raphael ,,,,,
96758,Gerald HÄFNER,,Germany,Greens/EFA,Alliance '90/The Greens,European Parliament,MEP,Dean of the social sciences section of the Goetheanum,"Think tanks, research and academic institutions",Academic,no,,http://sozial.goetheanum.org/about-us/structure/,,,,,Raphael,,,,,
1914,Jutta HAUG,,Germany,S&D,Social Democratic Party,European Parliament,MEP,Chairwoman of Hertener Bürgerstiftung (honorary post),"Non-governmental organisations, platforms and networks and similar",NGOs,no,,http://www.hertenerbuergerstiftung.de/was-wir-tun/,,,,,Raphael,,,,,
96872,Nadja HIRSCH,,Germany,ALDE,Free Democratic Party,European Parliament,MEP,"Head of Communications, Press Officer at Raisin GmbH. She was also Deputy Managing Director of Handelsblatt Global Edition
Verlagsgruppe Handelsblatt",Private Sector,Companies and Groups,no,,https://www.linkedin.com/in/nadjahirsch/en,,,,,TI-DE,,,,,
4271,Elisabeth JEGGLE,,Germany,EPP,Christian Democratic Union,European Parliament,MEP,Member of Council in Biberach ,Elected office & public sector,Elected office,no,,https://biberach-riss.de/media/custom/1516_1951_1.Democratic PartyF?1450355323,,,,,TI-DE,,,,,
25919,Martin KASTLER,,Germany,EPP,Christian Social Union (Bavaria),European Parliament,MEP,National Chairman of Ackermann-Gemeinde (community of the catholic churches),Others,Religious communities,no,,No link found ,,,,,TI-DE,,,,,
1929,Christa KLASS,,Germany,EPP,Christian Democratic Union,European Parliament,MEP,Member of the Bernkastel-Wittlich district council and member of the municipal council of Osann-Monzel.,Elected office & public sector,Elected office,no,,https://de.wikipedia.org/wiki/Christa_Kla%C3%9F,,,,,TI-DE,,,,,
28244,Wolf KLINZ,,Germany,ALDE,Free Democratic Party,European Parliament,MEP,Senior Advisor at Cabinet DN in Brussels. ,Private Sector,Consultancies,yes ,,http://www.cabinetdn.com/our-team/wolf-klinz/,,Active in Brussels ,,,TI-DE ,,,,,
96769,Jürgen KLUTE,,Germany,GUE/NGL,The Left,European Parliament,MEP,Lutheran Pastor ,Others,Religious communities,no,,No link ,,,,,TI-DE ,,,,,
28241,Silvana KOCH-MEHRIN,,Germany,ALDE,Free Democratic Party,European Parliament,MEP,Senior policy adviser at Gplus Europe. Founder of Women in Parliaments Global Forum. Registered in the EU Transparency Register.,Private Sector,Consultancies,yes ,,https://corporateeurope.org/revolvingdoorwatch/cases/silvana-koch-mehrin http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=419508817229-68,,,,,TI-DE ,,,,,
123816,Annette KOEWIUS,,Germany,EPP,Christian Democrats Union,European Parliament,MEP,Chair of the Women's Union Kreisverband Mettmann,"Non-governmental organisations, platforms and networks and similar",NGOs,no,,http://www.frauen-union-kreismettmann.de/,CDU,,,,TI-DE ,,,,,
28247,Holger KRAHMER,,Germany,ALDE,Free Democratic Party,European Parliament,MEP,Director European affairs public policy and government relations at Opel Group,Private Sector,Consultancies,yes ,,https://corporateeurope.org/revolvingdoorwatch/cases/holger-krahmer,,,,,TI-DE,,,,,
1935,Wolfgang KREISSL-DÖRFLER,,Germany,S&D,Social Democratic Party,European Parliament,MEP,Works at the Brazilian Consulate in Tirol ,Elected office & public sector,Public authorities,no,,https://www.facebook.com/wolfgang.kreissldorfler,,Can we recheck this guy?,,he list on his FB page that he now works at the Consulate of Brazil in Tirol,Raphael ,,,,,
4283,Kurt LECHNER,,Germany,EPP,Christian Democratic Union,European Parliament,MEP,Left the EP in 2012 due to age,Others,Retired,no,,https://en.wikipedia.org/wiki/Kurt_Lechner,,,,,Raphael,,,,,
2224,Klaus-Heiner LEHNE,,Germany,EPP,Christian Democratic Union,European Parliament,MEP,President of the European Court of Auditors,Elected office & public sector,Public authorities,no,,http://www.eca.europa.eu/en/Pages/NewsItem.aspx?nid=7338,,,,,TI-DE,,,,,
23808,Csaba Sándor TABAJDI,,Hungary,S&D,Socialist Party,European Parliament,MEP,No information available,Unknown,Unknown,Unknown,,,,Unkown ,,,TI-HU,,,,,
1191,Doris PACK,,Germany,EPP,Christian Democratic Union,European Parliament,MEP,Chairwoman of the Advisory Board of A Soul for Europe.,"Non-governmental organisations, platforms and networks and similar",NGOs,no,,http://www.asoulforeurope.eu/about-us/mission-statement,,Note: the organisation does state it is a link between civil society and the EP on the issue of culture,,,Raphael,,,,,
2229,Bernd POSSELT,,Germany,EPP,Christian Social Union (Bavaria),European Parliament,MEP,"Freelance journalist, foreign policy adviser to the CSU European Group, author of books",Private Sector,Media,no,,http://www.telegRaphael.co.uk/news/worldnews/europe/germany/11795374/German-MEP-who-lost-his-seat-still-turning-up-to-parliament.html,,Note: stilll very active politically inside the EP and plans to stand for EP election in 2019,,,Raphael,,,,,
1253,Hans-Gert PÖTTERING,,Germany,EPP,Christian Democratic Union,European Parliament,MEP,"Member of the Board of Directors of the Association for the ""International Charlemagne Prize"" of Aachen, Chairman of the Konrad-Adenauer-Stiftung, also a boardmember of ""A sould for Europe"" with Doris Pack. Honrary MEP and Boardmember of the House of European History ","Non-governmental organisations, platforms and networks and similar",NGOs,no,,https://de.wikipedia.org/wiki/Hans-Gert_P%C3%B6ttering,,Also a member of the A soul for Europe with Doris Pack,,,Check,,,,,
96855,Csanád SZEGEDI,,Hungary,NI,Jobbik–The Movement for a Better Hungary,European Parliament,MEP,resigned from political posts. Moved to Israel for religious reasons ,Unknown,Unknown,Unknown,,http://www.tabletmag.com/scroll/200877/from-anti-semite-to-jew,,Unkown ,,No he is 34 years and has stated that he wants to get involved organisation fighting anti-semitism and perhaps entering Israeli politics,TI-HU,,,,,
96875,Britta REIMERS,,Germany,ALDE,Free Democratic Party,European Parliament,MEP,Self-employed as a dairy and crop farmer,Private sector,Self-employed,no,,https://www.facebook.com/pg/brittareimersmdep/about/?ref=page_internal,,,,,TI-DE,,,,,
